Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
Jingle All the Way to the Back of the Pack Funny Running Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/14_Jingle-All-the-Way-to-the-Back-of-the-Pack.png,Funny Running Shirts 🏃,,"Jingle all the way, to the back of the pack. Funny Christmas run club tee for the proudly slow. #runclub #christmasgifts #funnyrunning #backofthepack",https://www.etsy.com/listing/4558290776,2026-09-27T19:30:00,"runclub, christmasgifts, funnyrunning, backofthepack"
Gossip Walks Winter Edition Funny Christmas Walking Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/16_Gossip-Walks-Winter-Edition.png,Walking Club Shirts 🚶‍♀️,,"Gossip walks, winter edition. Colder walks, same gossip. Funny walking club Christmas tee. #walkingclub #christmasgifts #gossipwalk #funnyshirt",https://www.etsy.com/listing/4558286267,2026-09-28T03:30:00,"walkingclub, christmasgifts, gossipwalk, funnyshirt"
Mediocre but Merry Funny Christmas Pickleball Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/18_Mediocre-but-Merry.png,Pickleball Shirts + Gifts 🥒,,"Mediocre but merry. Bad at pickleball, great at the holiday party. Funny Christmas pickleball tee. #pickleball #christmasgifts #pickleballgift #funnyshirt",https://www.etsy.com/listing/4558234045,2026-09-28T19:30:00,"pickleball, christmasgifts, pickleballgift, funnyshirt"
Merry and Bright Cute Christmas Pickleball Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/19_Merry-and-Bright.png,Pickleball Shirts + Gifts 🥒,,"Merry and bright, on and off the court. Cute Christmas pickleball gift for the player who never takes the season off. #pickleball #christmasgifts #pickleballgift #cutetee",https://www.etsy.com/listing/4558256676,2026-09-29T00:00:00,"pickleball, christmasgifts, pickleballgift, cutetee"
Boo-k Lover Cute Halloween Book Lover Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/20_Book-Lover.png,Funny Halloween Shirts,,Boo-k lover. The punny Halloween tee for readers who love spooky season as much as their TBR. #halloween #booklover #bookish #spookyseason,https://www.etsy.com/listing/4555470110,2026-09-29T03:30:00,"halloween, booklover, bookish, spookyseason"
Haunted by My TBR Funny Halloween Reading Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/21_Haunted-by-My-TBR.png,Funny Halloween Shirts,,Haunted by my TBR. Those unread books follow her everywhere. Funny Halloween gift for book lovers. #halloween #bookish #tbr #booklover,https://www.etsy.com/listing/4555799453,2026-09-29T14:00:00,"halloween, bookish, tbr, booklover"
Pumpkin Spice and Plot Twists Cute Fall Reading Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/22_Pumpkin-Spice-and-Plot-Twists.png,Funny Halloween Shirts,,Pumpkin spice and plot twists. Peak cozy fall reading energy. Cute fall book lover tee and gift. #pumpkinspice #booklover #fallvibes #bookish,https://www.etsy.com/listing/4555811590,2026-09-29T19:30:00,"pumpkinspice, booklover, fallvibes, bookish"
Spooky Season Reading Club Cute Halloween Book Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/23_Spooky-Season-Reading-Club.png,Funny Halloween Shirts,,Spooky season reading club. For the reader who only wants thrillers in October. Cute Halloween bookish tee. #halloween #spookyseason #booklover #bookish,https://www.etsy.com/listing/4555460779,2026-09-30T00:00:00,"halloween, spookyseason, booklover, bookish"
Boo Crew Run Club Funny Halloween Running Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/24_Boo-Crew-Run-Club.png,Funny Halloween Shirts,,Boo crew run club. Matching Halloween tee for the run group. Funny spooky season running gift. #halloween #runclub #funnyrunning #spookyseason,https://www.etsy.com/listing/4555970539,2026-09-30T03:30:00,"halloween, runclub, funnyrunning, spookyseason"
Running at Zombie Pace Funny Halloween Running Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/25_Running-at-Zombie-Pace.png,Funny Halloween Shirts,,"Running at zombie pace. Slow, shuffling, technically still running. Funny Halloween run club tee. #halloween #runclub #funnyrunning #slowrunner",https://www.etsy.com/listing/4555967951,2026-09-30T14:00:00,"halloween, runclub, funnyrunning, slowrunner"
Here for the Crak Funny Mahjong Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/26_Here-for-the-Crak.png,Mahjong Gifts + Shirts 🀄,,Here for the crak 🀄 Cute grandmillennial mahjong tee for the player who's a little too into it. Funny mahjong gift. #mahjong #mahjonggift #gamenight #funnyshirt,https://www.etsy.com/listing/4558990428,2026-09-30T19:30:00,"mahjong, mahjonggift, gamenight, funnyshirt"
Certified Crak Head Funny Mahjong Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/27_Certified-Crak-Head.png,Mahjong Gifts + Shirts 🀄,,Certified crak head 🀄 For the fully-obsessed mahj player. Cute + funny mahjong gift for game night. #mahjong #mahjonggift #mahjongclub #gamenight,https://www.etsy.com/listing/4558985538,2026-10-01T00:00:00,"mahjong, mahjonggift, mahjongclub, gamenight"
All Bam No Skill Funny Beginner Mahjong Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/28_All-Bam-No-Skill.png,Mahjong Gifts + Shirts 🀄,,"All bam, no skill 🀄 For the enthusiastic mahjong beginner. Funny mahjong gift + game night tee. #mahjong #mahjonggift #gamenight #funnyshirt",https://www.etsy.com/listing/4558987604,2026-10-01T03:30:00,"mahjong, mahjonggift, gamenight, funnyshirt"
Mediocre at Mahj Funny Mahjong Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/29_Mediocre-at-Mahj.png,Mahjong Gifts + Shirts 🀄,,"Mediocre at mahj, deeply committed 🀄 Relatable + cute mahjong gift for the every-week player. #mahjong #mahjonggift #mahjongclub #gamenight",https://www.etsy.com/listing/4558969703,2026-10-01T14:00:00,"mahjong, mahjonggift, mahjongclub, gamenight"
I Crak Myself Up Funny Mahjong Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/30_I-Crak-Myself-Up.png,Mahjong Gifts + Shirts 🀄,,I crak myself up 🀄 A punny cute mahjong tee for the group comedian. Funny mahjong gift. #mahjong #mahjonggift #gamenight #funnyshirt,https://www.etsy.com/listing/4558988432,2026-10-01T19:30:00,"mahjong, mahjonggift, gamenight, funnyshirt"
Merry Crakmas Funny Christmas Mahjong Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/31_Merry-Crakmas.png,Mahjong Gifts + Shirts 🀄,,Merry Crakmas! 🀄🎄 Puts the crak in Christmas — the funny holiday gift for the mahj crew. #mahjong #christmasgifts #mahjonggift #gamenight,https://www.etsy.com/listing/4558971593,2026-10-02T00:00:00,"mahjong, christmasgifts, mahjonggift, gamenight"
Bam Humbug Funny Christmas Mahjong Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/32_Bam-Humbug.png,Mahjong Gifts + Shirts 🀄,,Bam humbug 🀄🎄 For the mahj player who'd rather be at the table than doing Christmas. Funny holiday mahjong tee. #mahjong #christmasgifts #mahjonggift #gamenight,https://www.etsy.com/listing/4559017527,2026-10-02T03:30:00,"mahjong, christmasgifts, mahjonggift, gamenight"
Jingle Bam Cute Christmas Mahjong Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/33_Jingle-Bam.png,Mahjong Gifts + Shirts 🀄,,Jingle Bam! 🀄🔔 Deck the halls + stack the tiles. Cute funny Christmas mahjong gift. #mahjong #christmasgifts #mahjonggift #gamenight,https://www.etsy.com/listing/4559043834,2026-10-02T14:00:00,"mahjong, christmasgifts, mahjonggift, gamenight"
All Wine No Aim Funny Bocce Ball Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/34_All-Wine-No-Aim.png,Bocce + Lawn Game Shirts 🎯🍷,,"All wine, no aim 🍷🎯 For the bocce player here for the wine more than the win. Funny bocce + lawn games tee. #bocce #lawngames #winelover #funnyshirt",https://www.etsy.com/listing/4559067604,2026-10-02T19:30:00,"bocce, lawngames, winelover, funnyshirt"
Mediocre at Bocce Funny Bocce Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/35_Mediocre-at-Bocce.png,Bocce + Lawn Game Shirts 🎯🍷,,"Mediocre at bocce, undefeated at spritz 🍹🎯 Funny Italian-summer bocce ball tee + gift. #bocce #lawngames #aperolsummer #funnyshirt",https://www.etsy.com/listing/4559046891,2026-10-03T00:00:00,"bocce, lawngames, aperolsummer, funnyshirt"
Bocce and Bubbly Funny Bocce Ball Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/36_Bocce-and-Bubbly.png,Bocce + Lawn Game Shirts 🎯🍷,,"Bocce and bubbly, please 🥂🎯 For the crew who plays for the champagne toast. Girls-trip lawn game tee. #bocce #lawngames #girlstrip #winelover",https://www.etsy.com/listing/4559070410,2026-10-03T03:30:00,"bocce, lawngames, girlstrip, winelover"
Kiss the Pallino Funny Bocce Ball Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/37_Kiss-the-Pallino.png,Bocce + Lawn Game Shirts 🎯🍷,,Kiss the pallino 🎯🍷 The insider bocce tee for the player who knows the little ball is the whole game. #bocce #lawngames #italiansummer #funnyshirt,https://www.etsy.com/listing/4559075498,2026-10-03T14:00:00,"bocce, lawngames, italiansummer, funnyshirt"
Talk Bocce to Me Funny Bocce Ball Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/38_Talk-Bocce-to-Me.png,Bocce + Lawn Game Shirts 🎯🍷,,Talk bocce to me 😉🎯 A flirty Italian-summer bocce tee for the lawn-games lover. Cute funny gift for her. #bocce #lawngames #italiansummer #funnyshirt,https://www.etsy.com/listing/4559076868,2026-10-03T19:30:00,"bocce, lawngames, italiansummer, funnyshirt"
Here for the Silence Funny Silent Reading Club Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/39_Here-for-the-Silence.png,Funny Book Lover Shirts 📚,,Here for the silence. For the introvert who joined book club strictly to not talk. Funny silent reading club tee. #silentbookclub #booklover #introvert #bookish,https://www.etsy.com/listing/4555452605,2026-10-04T00:00:00,"silentbookclub, booklover, introvert, bookish"
One More Chapter Cute Book Lover Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/40_One-More-Chapter.png,Funny Book Lover Shirts 📚,,Just one more chapter. The lie every reader tells at midnight. Cute bookish gift for her. #booklover #bookish #onemorechapter #giftsforreaders,https://www.etsy.com/listing/4555423207,2026-10-04T03:30:00,"booklover, bookish, onemorechapter, giftsforreaders"
Talk Bookish to Me Cute Funny Book Lover Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/41_Talk-Bookish-to-Me.png,Funny Book Lover Shirts 📚,,Talk bookish to me. A flirty little tee for the reader who wants to discuss the plot twist immediately. #booklover #bookish #giftsforreaders #funnyshirt,https://www.etsy.com/listing/4555451965,2026-10-04T14:00:00,"booklover, bookish, giftsforreaders, funnyshirt"
My Weekend Is Booked Funny Book Lover Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/42_My-Weekend-Is-Booked.png,Funny Book Lover Shirts 📚,,My weekend is booked. Plans: reading. All of them. Funny bookish tee and gift for readers. #booklover #bookish #weekendvibes #giftsforreaders,https://www.etsy.com/listing/4555465894,2026-10-04T19:30:00,"booklover, bookish, weekendvibes, giftsforreaders"
My TBR Will Outlive Me Funny Book Lover Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/43_My-TBR-Will-Outlive-Me.png,Funny Book Lover Shirts 📚,,My TBR will outlive me. A brutally honest tee for the reader whose pile keeps growing. Funny bookish gift. #tbr #booklover #bookish #funnyshirt,https://www.etsy.com/listing/4556900452,2026-10-05T00:00:00,"tbr, booklover, bookish, funnyshirt"
Emotional Support Fiction Funny Book Lover Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/44_Emotional-Support-Fiction.png,Funny Book Lover Shirts 📚,,Emotional support fiction. Some people have a therapist. She has a paperback. Funny bookish gift for her. #booklover #bookish #funnyshirt #giftsforreaders,https://www.etsy.com/listing/4556393722,2026-10-05T03:30:00,"booklover, bookish, funnyshirt, giftsforreaders"
Certified Back of the Pack Funny Slow Running Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/45_Certified-Back-of-the-Pack.png,Funny Running Shirts 🏃,,Certified back of the pack. Proudly finishing last and still finishing. Funny run club tee for slow runners. #runclub #funnyrunning #slowrunner #backofthepack,https://www.etsy.com/listing/4555991318,2026-10-05T14:00:00,"runclub, funnyrunning, slowrunner, backofthepack"
Slow and Steady Mostly Slow Funny Running Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/46_Slow-and-Steady-Mostly-Slow.png,Funny Running Shirts 🏃,,"Slow and steady, mostly slow. The honest run club tee. Funny gift for the runner who is in no rush. #runclub #funnyrunning #slowrunner #running",https://www.etsy.com/listing/4555988814,2026-10-05T19:30:00,"runclub, funnyrunning, slowrunner, running"
I Only Run When Chased Funny Running Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/47_I-Only-Run-When-Chased.png,Funny Running Shirts 🏃,,I only run when chased. For the reluctant runner and anyone who signed up by accident. Funny running gift. #funnyrunning #runclub #funnyshirt #running,https://www.etsy.com/listing/4556070319,2026-10-06T00:00:00,"funnyrunning, runclub, funnyshirt, running"
Pace Never Heard of Her Funny Running Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/48_Last-Place-Is-Still-a-Place.png,Funny Running Shirts 🏃,,Pace? Never heard of her. For the runner who does not check her splits and does not care. Funny running gift. #runclub #funnyrunning #running #funnyshirt,https://www.etsy.com/listing/4556082902,2026-10-06T03:30:00,"runclub, funnyrunning, running, funnyshirt"
Pickleball Is My Rebound Sport Funny Pickleball Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/49_Pickleball-Is-My-Rebound-Sport.png,Pickleball Shirts + Gifts 🥒,,Pickleball is my rebound sport. For everyone who quit tennis and never looked back. Funny pickleball gift. #pickleball #pickleballgift #funnyshirt #pickleballclub,https://www.etsy.com/listing/4556552002,2026-10-06T14:00:00,"pickleball, pickleballgift, funnyshirt, pickleballclub"
Resting Dink Face Funny Pickleball Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/50_Resting-Dink-Face.png,Pickleball Shirts + Gifts 🥒,,Resting dink face. That look she gets at the kitchen line. Funny pickleball tee and gift for players. #pickleball #pickleballgift #funnyshirt #dink,https://www.etsy.com/listing/4556539100,2026-10-06T19:30:00,"pickleball, pickleballgift, funnyshirt, dink"
All Gear No Skill Funny Beginner Pickleball Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/51_All-Gear-No-Skill.png,Pickleball Shirts + Gifts 🥒,,"All gear, no skill. Best paddle at the courts, worst record. Funny pickleball gift for the enthusiastic beginner. #pickleball #pickleballgift #funnyshirt #beginner",https://www.etsy.com/listing/4558117484,2026-10-07T00:00:00,"pickleball, pickleballgift, funnyshirt, beginner"
Dink First Adult Later Funny Pickleball Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/52_Dink-First-Adult-Later.png,Pickleball Shirts + Gifts 🥒,,"Dink first, adult later. Responsibilities can wait until after open play. Funny pickleball tee. #pickleball #pickleballgift #funnyshirt #pickleballclub",https://www.etsy.com/listing/4556541070,2026-10-07T03:30:00,"pickleball, pickleballgift, funnyshirt, pickleballclub"
Mediocre but Committed Funny Pickleball Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/53_Mediocre-but-Committed.png,Pickleball Shirts + Gifts 🥒,,"Mediocre but committed. Not good, but there every single week. Relatable funny pickleball gift. #pickleball #pickleballgift #funnyshirt #pickleballclub",https://www.etsy.com/listing/4558118622,2026-10-07T14:00:00,"pickleball, pickleballgift, funnyshirt, pickleballclub"
Just One More Game Funny Pickleball Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/54_Just-One-More-Game.png,Pickleball Shirts + Gifts 🥒,,"Just one more game. Three hours later, still playing. Funny pickleball tee for the never-leaving crew. #pickleball #pickleballgift #funnyshirt #pickleballclub",https://www.etsy.com/listing/4556536652,2026-10-07T19:30:00,"pickleball, pickleballgift, funnyshirt, pickleballclub"
In My Pickleball Era Cute Pickleball Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/55_In-My-Pickleball-Era.png,Pickleball Shirts + Gifts 🥒,,In my pickleball era. For the girl whose whole personality is the courts right now. Cute pickleball gift for her. #pickleball #inmyera #pickleballgift #cutetee,https://www.etsy.com/listing/4556548070,2026-10-08T00:00:00,"pickleball, inmyera, pickleballgift, cutetee"
Talk Dinks to Me Funny Pickleball Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/56_Talk-Dinks-to-Me.png,Pickleball Shirts + Gifts 🥒,,Talk dinks to me. A flirty little pickleball tee for the player who loves the soft game. #pickleball #pickleballgift #funnyshirt #dink,https://www.etsy.com/listing/4558114798,2026-10-08T03:30:00,"pickleball, pickleballgift, funnyshirt, dink"
See You at the Kitchen Funny Pickleball Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/57_See-You-at-the-Kitchen.png,Pickleball Shirts + Gifts 🥒,,See you at the kitchen. The pickleball meetup line that means nothing to non-players. Funny pickleball gift. #pickleball #pickleballgift #pickleballclub #funnyshirt,https://www.etsy.com/listing/4558116240,2026-10-08T14:00:00,"pickleball, pickleballgift, pickleballclub, funnyshirt"
Only Here for the Gossip Funny Walking Club Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/58_Only-Here-for-the-Gossip.png,Walking Club Shirts 🚶‍♀️,,Only here for the gossip. The walk is just the excuse. Funny walking club tee for the girls. #walkingclub #hotgirlwalk #gossipwalk #funnyshirt,https://www.etsy.com/listing/4557631098,2026-10-08T19:30:00,"walkingclub, hotgirlwalk, gossipwalk, funnyshirt"
Certified Yapper Walking Division Funny Walking Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/59_Certified-Yapper-Walking-Division.png,Walking Club Shirts 🚶‍♀️,,"Certified yapper, walking division. She has not stopped talking for four miles. Funny walking club gift. #walkingclub #hotgirlwalk #funnyshirt #gossipwalk",https://www.etsy.com/listing/4557616335,2026-10-09T00:00:00,"walkingclub, hotgirlwalk, funnyshirt, gossipwalk"
This Is My Mental Health Walk Cute Walking Club Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/60_This-Is-My-Mental-Health-Walk.png,Walking Club Shirts 🚶‍♀️,,"This is my mental health walk. Cheaper than therapy, better than scrolling. Cute walking club tee. #walkingclub #mentalhealth #hotgirlwalk #selfcare",https://www.etsy.com/listing/4557639002,2026-10-09T03:30:00,"walkingclub, mentalhealth, hotgirlwalk, selfcare"
Admitted Walkaholic Funny Walking Club Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/61_Admitted-Walkaholic.png,Walking Club Shirts 🚶‍♀️,,"Admitted walkaholic. Water bottle, headphones, gone for two hours. Funny walking club gift. #walkingclub #hotgirlwalk #funnyshirt #walking",https://www.etsy.com/listing/4557108768,2026-10-09T14:00:00,"walkingclub, hotgirlwalk, funnyshirt, walking"
Out for a Walk Be Back Never Funny Walking Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/62_Out-for-a-Walk-Be-Back-Never.png,Walking Club Shirts 🚶‍♀️,,"Out for a walk, be back never. For the girl who walks to escape. Funny walking club tee and gift. #walkingclub #hotgirlwalk #funnyshirt #walking",https://www.etsy.com/listing/4557613971,2026-10-09T19:30:00,"walkingclub, hotgirlwalk, funnyshirt, walking"
Powered by Podcasts Cute Walking Club Shirt,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/63_Powered-by-Podcasts.png,Walking Club Shirts 🚶‍♀️,,Powered by podcasts. The only thing getting her to 10k steps. Cute walking club gift. #walkingclub #podcastlover #hotgirlwalk #walking,https://www.etsy.com/listing/4557090473,2026-10-10T00:00:00,"walkingclub, podcastlover, hotgirlwalk, walking"
Silent Reading Party Host Kit Printable Book Club Kit,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/64_Silent-Reading-Night-Host-Kit.png,Club Printables + Planners,,"Everything you need to host a silent reading night. Printable invites, signs, timers and host guide. Instant download book club kit. #bookclub #silentbookclub #printable #bookclubideas",https://www.etsy.com/listing/4555404225,2026-10-10T03:30:00,"bookclub, silentbookclub, printable, bookclubideas"
Printable Reading Journal Book Tracker Instant Download,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/65_Reading-Journal.png,Club Printables + Planners,,"Track every book you read. Printable reading journal with review pages, ratings and TBR lists. Instant download for readers. #readingjournal #booktracker #printable #booklover",https://www.etsy.com/listing/4555466047,2026-10-10T14:00:00,"readingjournal, booktracker, printable, booklover"
Printable Reading Challenge Bingo Card Book Club Game,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/66_Reading-Bingo-and-Challenge.png,Club Printables + Planners,,Make reading a game. Printable reading bingo and yearly challenge cards for book clubs and solo readers. Instant download. #readingchallenge #bookclub #printable #booklover,https://www.etsy.com/listing/4555465503,2026-10-10T19:30:00,"readingchallenge, bookclub, printable, booklover"
Spooky Season Reading Bingo Printable Halloween Book Club,https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/67_Spooky-Season-Reading-Bingo.png,Club Printables + Planners,,Spooky season reading bingo. A printable Halloween reading challenge for book clubs and thriller lovers. Instant download. #halloween #readingchallenge #bookclub #printable,https://www.etsy.com/listing/4555846161,2026-10-11T00:00:00,"halloween, readingchallenge, bookclub, printable"
