Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"I Did Not Consent To This Funny Cat Shirt, Funny Dog Mom Gift, Cone of Shame Tee",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/i-did-not-consent-to-this-funny-cat-shirt-funny-do-4798.png,Funny Cat + Dog Shirts 🐾,,"I Did Not Consent To This Funny Cat Shirt. Funny Dog Mom Gift. Cone of Shame Tee. Soft Comfort Colors tee, made to order. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.",https://www.etsy.com/listing/4561344798/,2026-10-30T00:30:00,"i did not consent to this funny cat shirt, funny dog mom gift, cone of shame tee, sarcastic pet lover gift, comfort colors"
"It Was Like That When You Left Funny Cat Shirt, Cat Mom Gift, Crazy Cat Lady Tee",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/it-was-like-that-when-you-left-funny-cat-shirt-cat-7856.png,Funny Cat + Dog Shirts 🐾,,"It Was Like That When You Left Funny Cat Shirt. Cat Mom Gift. Crazy Cat Lady Tee. Soft Comfort Colors tee, made to order. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.",https://www.etsy.com/listing/4559657856/,2026-10-30T16:00:00,"it was like that when you left funny cat shirt, cat mom gift, crazy cat lady tee, sarcastic cat lover gift, comfort colors"
"Lap Dogs Funny Running Shirt, Slow Runner Gift, Run Club Tee, Funny Dog Lover Gift",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/lap-dogs-funny-running-shirt-slow-runner-gift-run-0597.png,Funny Running Shirts 🏃,,"Lap Dogs Funny Running Shirt. Slow Runner Gift. Run Club Tee. Soft Comfort Colors tee, made to order. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.",https://www.etsy.com/listing/4560070597/,2026-10-31T00:30:00,"lap dogs funny running shirt, slow runner gift, run club tee, funny dog lover gift, dog mom marathon humor shirt"
"Leash Effort Funny Dog Walking Shirt, Stubborn Dog Tee, Dog Mom Gift, Dog Walker Gift",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/leash-effort-funny-dog-walking-shirt-stubborn-dog-5747.png,Walking Club Shirts 🚶‍♀️,,"Leash Effort Funny Dog Walking Shirt. Stubborn Dog Tee. Dog Mom Gift. Soft Comfort Colors tee, made to order. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.",https://www.etsy.com/listing/4560085747/,2026-10-31T16:00:00,"leash effort funny dog walking shirt, stubborn dog tee, dog mom gift, dog walker gift, lazy dog lover shirt"
"Litter-ature Funny Book Lover Shirt, Cat Mom Bookish Tee, Reader Gift",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/litter-ature-funny-book-lover-shirt-cat-mom-bookis-3322.png,Funny Book Lover Shirts 📚,,"Litter-ature Funny Book Lover Shirt. Cat Mom Bookish Tee. Reader Gift. Soft Comfort Colors tee, made to order. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.",https://www.etsy.com/listing/4561343322/,2026-11-01T00:30:00,"litter-ature funny book lover shirt, cat mom bookish tee, reader gift, bookworm cat lover gift, reading shirt"
"Mahjong Night Kit Printable, Mahjong Party Host Guide",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/mahjong-night-kit-printable-mahjong-party-host-gui-9543.png,Club Printables + Planners,,Mahjong Night Kit Printable. Mahjong Party Host Guide. Score Sheets Sign Up Sheet House Rules. Instant printable download. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.,https://www.etsy.com/listing/4568059543/,2026-11-01T16:00:00,"mahjong night kit printable, mahjong party host guide, score sheets sign up sheet house rules, mahj game night hosting, instant download"
"My Book Club Is Just Me Shirt, Preppy Stripe Bookish Tee, Funny Book Lover Gift",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/my-book-club-is-just-me-shirt-preppy-stripe-bookis-1084.png,Funny Book Lover Shirts 📚,,"My Book Club Is Just Me Shirt. Preppy Stripe Bookish Tee. Funny Book Lover Gift. Soft Comfort Colors tee, made to order. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.",https://www.etsy.com/listing/4561841084/,2026-11-02T00:30:00,"my book club is just me shirt, preppy stripe bookish tee, funny book lover gift, introvert reading shirt, bookworm gift"
"My TBR Made the Naughty List Shirt, Funny Bookish Christmas Tee, Book Lover Holiday Gift",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/my-tbr-made-the-naughty-list-shirt-funny-bookish-c-4738.png,Funny Book Lover Shirts 📚,,"My TBR Made the Naughty List Shirt. Funny Bookish Christmas Tee. Book Lover Holiday Gift. Soft Comfort Colors tee, made to order. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.",https://www.etsy.com/listing/4561824738/,2026-11-02T16:00:00,"my tbr made the naughty list shirt, funny bookish christmas tee, book lover holiday gift, tbr reading shirt, comfort colors book tee"
"Professionally Overbooked Shirt, Preppy Stripe Bookish Tee, Funny Book Lover Gift",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/professionally-overbooked-shirt-preppy-stripe-book-3447.png,Funny Book Lover Shirts 📚,,"Professionally Overbooked Shirt. Preppy Stripe Bookish Tee. Funny Book Lover Gift. Soft Comfort Colors tee, made to order. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.",https://www.etsy.com/listing/4561813447/,2026-11-03T00:30:00,"professionally overbooked shirt, preppy stripe bookish tee, funny book lover gift, reading shirt, book club tee"
"Road Trip Conversation Cards, 60 Printable Car Ride Questions, Family Travel Game",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/road-trip-conversation-cards-60-printable-car-ride-0844.png,Club Printables + Planners,,Road Trip Conversation Cards. 60 Printable Car Ride Questions. Family Travel Game. Instant printable download. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.,https://www.etsy.com/listing/4568050844/,2026-11-03T16:00:00,"road trip conversation cards, 60 printable car ride questions, family travel game, screen free kids activity, camping game instant download"
"Roll Models Funny Bocce Ball Shirt, Bocce Player Gift, Lawn Games Tee, Funny Dog Lover Gift",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/roll-models-funny-bocce-ball-shirt-bocce-player-gi-7074.png,Bocce + Lawn Game Shirts 🎯🍷,,"Roll Models Funny Bocce Ball Shirt. Bocce Player Gift. Lawn Games Tee. Soft Comfort Colors tee, made to order. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.",https://www.etsy.com/listing/4559667074/,2026-11-04T00:30:00,"roll models funny bocce ball shirt, bocce player gift, lawn games tee, funny dog lover gift, italian bocce shirt"
"She Tried Again This Year Funny Halloween Shirt, Cat Mom Halloween Tee",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/she-tried-again-this-year-funny-halloween-shirt-ca-4264.png,Funny Halloween Shirts,,"She Tried Again This Year Funny Halloween Shirt. Cat Mom Halloween Tee. Dog Mom Halloween Gift. Soft Comfort Colors tee, made to order. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.",https://www.etsy.com/listing/4559664264/,2026-11-04T16:00:00,"she tried again this year funny halloween shirt, cat mom halloween tee, dog mom halloween gift, funny pet lover shirt, comfort colors"
"Silent Night Loud TBR Shirt, Funny Bookish Christmas Tee, Book Lover Holiday Gift",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/silent-night-loud-tbr-shirt-funny-bookish-christma-8440.png,Funny Book Lover Shirts 📚,,"Silent Night Loud TBR Shirt. Funny Bookish Christmas Tee. Book Lover Holiday Gift. Soft Comfort Colors tee, made to order. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.",https://www.etsy.com/listing/4561828440/,2026-11-05T00:30:00,"silent night loud tbr shirt, funny bookish christmas tee, book lover holiday gift, reading christmas shirt, comfort colors book tee"
"Soup Swap Party Kit Printable, Soup Exchange Sign Up Sheet Container Labels Recipe Cards",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/soup-swap-party-kit-printable-soup-exchange-sign-u-0486.png,Club Printables + Planners,,Soup Swap Party Kit Printable. Soup Exchange Sign Up Sheet Container Labels Recipe Cards. Fall Winter Potluck Host Guide. Instant printable download. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.,https://www.etsy.com/listing/4569000486/,2026-11-05T16:00:00,"soup swap party kit printable, soup exchange sign up sheet container labels recipe cards, fall winter potluck host guide, instant download"
"Supper Club Starter Kit, Friendsgiving Hosting Kit, Thanksgiving Dinner Party Planner",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/supper-club-starter-kit-friendsgiving-hosting-kit-0663.png,Club Printables + Planners,,Supper Club Starter Kit. Friendsgiving Hosting Kit. Thanksgiving Dinner Party Planner. Instant printable download. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.,https://www.etsy.com/listing/4561980663/,2026-11-06T00:30:00,"supper club starter kit, friendsgiving hosting kit, thanksgiving dinner party planner, host rotation and menu planner, conversation cards"
"Thanksgiving Conversation Cards, 60 Printable Holiday Dinner Table Questions",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/thanksgiving-conversation-cards-60-printable-holid-4157.png,Club Printables + Planners,,Thanksgiving Conversation Cards. 60 Printable Holiday Dinner Table Questions. Friendsgiving Game. Instant printable download. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.,https://www.etsy.com/listing/4568044157/,2026-11-06T16:00:00,"thanksgiving conversation cards, 60 printable holiday dinner table questions, friendsgiving game, christmas family game, instant download"
"The Kitchen Committee Funny Pickleball Shirt, Pickleball Player Gift, Dink Humor Tee",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/the-kitchen-committee-funny-pickleball-shirt-pickl-2154.png,Pickleball Shirts + Gifts 🥒,,"The Kitchen Committee Funny Pickleball Shirt. Pickleball Player Gift. Dink Humor Tee. Soft Comfort Colors tee, made to order. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.",https://www.etsy.com/listing/4561342154/,2026-11-07T00:30:00,"the kitchen committee funny pickleball shirt, pickleball player gift, dink humor tee, funny cat dog lover gift, comfort colors"
"Trick or Retreat Funny Halloween Shirt, Cat Mom Halloween Tee, Dog Mom Halloween Gift",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/trick-or-retreat-funny-halloween-shirt-cat-mom-hal-1724.png,Funny Halloween Shirts,,"Trick or Retreat Funny Halloween Shirt. Cat Mom Halloween Tee. Dog Mom Halloween Gift. Soft Comfort Colors tee, made to order. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.",https://www.etsy.com/listing/4559661724/,2026-11-07T16:00:00,"trick or retreat funny halloween shirt, cat mom halloween tee, dog mom halloween gift, funny pet lover shirt, comfort colors"
"Wine Swap Party Kit Printable, Wine Exchange Bottle Tags Sign Up Scorecards",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/wine-swap-party-kit-printable-wine-exchange-bottle-5666.png,Club Printables + Planners,,Wine Swap Party Kit Printable. Wine Exchange Bottle Tags Sign Up Scorecards. Girls Night Wine Party Host Guide. Instant printable download. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.,https://www.etsy.com/listing/4569015666/,2026-11-08T00:30:00,"wine swap party kit printable, wine exchange bottle tags sign up scorecards, girls night wine party host guide, wine night instant download"
"Wine Tasting Party Kit Printable, Blind Tasting Scorecards, Wine Pairing Chart, Host Guide",https://cdn.jsdelivr.net/gh/smayesyourtc-gif/pin-images@main/local-chapter/auto/wine-tasting-party-kit-printable-blind-tasting-sco-9603.png,Club Printables + Planners,,Wine Tasting Party Kit Printable. Blind Tasting Scorecards. Wine Pairing Chart. Instant printable download. From The Local Chapter - club gear and kits for people who show up in person. Shop it on Etsy.,https://www.etsy.com/listing/4568339603/,2026-11-08T16:00:00,"wine tasting party kit printable, blind tasting scorecards, wine pairing chart, host guide, girls night wine night game"
